beerName,upc,quantityOnHand,price,categories
Smooth Comet #05836,010000005836,212,4.97,Hefeweizen;NEIPA;Pale Ale
Wild Comet #05837,010000005837,31,9.27,Brown Ale;Hefeweizen;Porter
Bright Monk #05838,010000005838,299,2.25,Pilsner;Sour
Wild Monk #05839,010000005839,28,5.46,Saison
Golden Forge #05840,010000005840,420,6.38,IPA;Pilsner
Crisp Fox #05841,010000005841,410,11.90,Bock;IPA
Smooth Rocket #05842,010000005842,256,12.38,NEIPA;Tripel
Roasty River #05843,010000005843,190,4.22,Dubbel;Porter
Dry Oak #05844,010000005844,53,8.52,Amber
Golden Oak #05845,010000005845,311,10.85,Dubbel;Gose
Juicy Monk #05846,010000005846,162,2.98,Kölsch;Saison;Wheat
Juicy Wolf #05847,010000005847,364,3.31,Dubbel;Tripel
Bright Oak #05848,010000005848,467,10.33,Saison;Wheat
Dry River #05849,010000005849,363,12.49,Amber;Gose;Pilsner
Juicy Harbor #05850,010000005850,167,9.41,Stout
Dry Forge #05851,010000005851,383,3.76,Amber;Hefeweizen;Porter
Dry Rocket #05852,010000005852,324,11.12,Kölsch;Sour;Wheat
Bright Cloud #05853,010000005853,145,4.30,Dubbel;NEIPA;Stout
Roasty Forge #05854,010000005854,234,5.40,Kölsch;Lager;Session IPA
Crisp Comet #05855,010000005855,67,11.61,Barleywine
Hoppy Forge #05856,010000005856,160,4.09,Wheat
Juicy Wolf #05857,010000005857,81,3.55,Dubbel;Stout
Crisp Forge #05858,010000005858,21,7.10,Bock;Sour
Wild Rocket #05859,010000005859,213,5.23,Lager;Stout
Bright River #05860,010000005860,217,9.84,Pale Ale;Wheat
Smooth Comet #05861,010000005861,267,4.67,Porter;Wheat
Bright Harbor #05862,010000005862,165,6.41,Amber
Hoppy Monk #05863,010000005863,27,11.61,NEIPA;Tripel
Wild Fox #05864,010000005864,344,7.09,Lager;Porter
Wild Cloud #05865,010000005865,152,5.37,Lager;Session IPA
Wild River #05866,010000005866,7,5.83,NEIPA;Sour
Hoppy Forge #05867,010000005867,327,11.02,Porter
Wild Rocket #05868,010000005868,2,7.68,IPA;Pilsner
Dry Comet #05869,010000005869,239,11.40,Saison
Dark Monk #05870,010000005870,346,8.21,Porter;Session IPA
Roasty Monk #05871,010000005871,250,10.42,Amber;Tripel
Roasty Oak #05872,010000005872,33,10.45,Dubbel;Gose
Roasty Monk #05873,010000005873,172,8.05,Saison;Stout
Wild Wolf #05874,010000005874,480,3.48,Bock;Hefeweizen
Bright Fox #05875,010000005875,173,6.54,Kölsch;Porter
Dry Rocket #05876,010000005876,91,10.96,Porter
Crisp River #05877,010000005877,30,3.50,Amber;Pale Ale
Golden Forge #05878,010000005878,25,10.43,Saison;Session IPA
Dry River #05879,010000005879,258,5.19,Gose;Session IPA
Golden Monk #05880,010000005880,360,2.92,Barleywine;Lager
Golden Wolf #05881,010000005881,470,3.78,Porter
Roasty River #05882,010000005882,306,6.45,Gose;Tripel
Crisp Rocket #05883,010000005883,410,5.19,Pilsner
Bright Harbor #05884,010000005884,90,2.17,Lager;Pilsner;Tripel
Hoppy Rocket #05885,010000005885,427,6.63,Amber;Bock
Golden Oak #05886,010000005886,136,7.43,Sour;Wheat
Dry Oak #05887,010000005887,301,3.39,Porter;Sour
Hoppy Comet #05888,010000005888,237,4.56,Bock;Gose
Juicy Monk #05889,010000005889,163,4.70,Barleywine;Lager;NEIPA
Roasty Cloud #05890,010000005890,163,11.36,Lager
Dry Monk #05891,010000005891,96,12.55,Lager;Wheat
Hoppy Comet #05892,010000005892,301,2.37,Hefeweizen
Golden Harbor #05893,010000005893,175,12.02,Gose;Session IPA;Tripel
Wild Oak #05894,010000005894,189,12.78,Session IPA;Sour;Stout
Juicy Rocket #05895,010000005895,493,10.96,Pale Ale
Wild Rocket #05896,010000005896,411,10.11,Pale Ale;Sour
Wild Oak #05897,010000005897,181,9.95,Pilsner;Tripel
Wild Oak #05898,010000005898,376,5.60,Gose;Stout
Smooth Wolf #05899,010000005899,104,7.91,NEIPA
Smooth Fox #05900,010000005900,403,11.72,Bock;Dubbel;Kölsch
Dry River #05901,010000005901,467,9.85,Hefeweizen;IPA
Hoppy Monk #05902,010000005902,361,5.97,Porter;Sour;Tripel
Dry Oak #05903,010000005903,377,7.06,Pilsner;Porter
Hoppy Forge #05904,010000005904,81,5.25,Pilsner;Tripel
Wild River #05905,010000005905,180,11.31,Gose;Wheat
Dark Monk #05906,010000005906,248,9.61,Amber;Lager;Pilsner
Wild Harbor #05907,010000005907,479,10.28,Lager;Wheat
Dark Forge #05908,010000005908,433,11.15,Saison
Crisp Monk #05909,010000005909,404,11.45,Kölsch;Sour
Juicy Harbor #05910,010000005910,62,1.82,Dubbel;Porter
Wild Monk #05911,010000005911,310,4.61,Barleywine;Dubbel
Hoppy Fox #05912,010000005912,366,7.74,Amber;Porter;Saison
Hoppy Wolf #05913,010000005913,412,10.34,Lager;Wheat
Juicy Wolf #05914,010000005914,275,5.84,Bock;Session IPA
Roasty Forge #05915,010000005915,12,2.52,Brown Ale;NEIPA;Porter
Wild Oak #05916,010000005916,220,9.52,Barleywine;Brown Ale;Saison
Golden Oak #05917,010000005917,475,1.58,NEIPA;Wheat
Bright Cloud #05918,010000005918,81,8.78,NEIPA
Smooth River #05919,010000005919,296,5.19,Hefeweizen;Sour
Dry Wolf #05920,010000005920,405,5.26,Bock;Kölsch;Porter
Golden Harbor #05921,010000005921,167,10.66,Pale Ale;Session IPA
Wild Oak #05922,010000005922,471,12.55,Lager;Session IPA
Wild Wolf #05923,010000005923,90,5.43,Amber;Barleywine
Bright Oak #05924,010000005924,203,3.64,Dubbel
Crisp Rocket #05925,010000005925,306,9.40,Saison
Hoppy Oak #05926,010000005926,445,12.00,NEIPA;Saison;Sour
Bright Cloud #05927,010000005927,356,12.17,Amber;Barleywine;Sour
Wild Forge #05928,010000005928,457,6.70,Pale Ale
Dry River #05929,010000005929,42,12.14,Barleywine;Hefeweizen;Tripel
Crisp Monk #05930,010000005930,341,7.62,Lager;Saison
Juicy Monk #05931,010000005931,356,6.30,Saison
Golden Cloud #05932,010000005932,14,3.97,Amber;Kölsch;Wheat
Roasty Oak #05933,010000005933,299,2.88,Session IPA;Wheat
Roasty Forge #05934,010000005934,496,6.56,Pilsner
Dark Harbor #05935,010000005935,476,2.05,Bock
Golden Fox #05936,010000005936,256,9.00,Barleywine;IPA
Dark Monk #05937,010000005937,296,3.52,Porter;Wheat
Crisp Monk #05938,010000005938,124,9.57,Brown Ale;Pilsner
Hoppy Forge #05939,010000005939,283,5.12,Sour
Roasty Comet #05940,010000005940,93,6.49,Saison
Dry Oak #05941,010000005941,247,5.32,Stout
Dark Forge #05942,010000005942,178,1.86,Gose;Stout
Roasty River #05943,010000005943,204,1.77,IPA
Crisp Forge #05944,010000005944,327,3.11,Bock;Tripel;Wheat
Dark Rocket #05945,010000005945,435,7.81,Amber;Wheat
Juicy Wolf #05946,010000005946,58,9.12,Tripel
Wild Wolf #05947,010000005947,155,10.40,Stout
Roasty Comet #05948,010000005948,459,12.80,IPA;Porter;Session IPA
Dark Cloud #05949,010000005949,495,5.30,Amber
Hoppy Comet #05950,010000005950,319,6.35,Saison
Golden Rocket #05951,010000005951,321,3.82,Sour;Wheat
Crisp Oak #05952,010000005952,341,1.74,Dubbel
Dry Monk #05953,010000005953,91,6.92,Saison
Golden Harbor #05954,010000005954,349,8.66,Bock;Gose
Dark River #05955,010000005955,75,2.36,Pale Ale;Pilsner
Crisp Fox #05956,010000005956,223,11.06,Brown Ale;Sour
Juicy Monk #05957,010000005957,85,9.40,IPA;Pilsner;Stout
Bright Wolf #05958,010000005958,258,3.75,Hefeweizen
Roasty Cloud #05959,010000005959,210,4.26,Sour
Smooth Fox #05960,010000005960,170,5.35,Amber;Hefeweizen;Sour
Roasty Monk #05961,010000005961,399,1.81,Lager;Sour
Dry Forge #05962,010000005962,153,3.20,IPA;Tripel;Wheat
Wild Comet #05963,010000005963,184,5.53,Barleywine
Juicy Rocket #05964,010000005964,399,3.01,Tripel
Hoppy Wolf #05965,010000005965,165,8.03,NEIPA
Wild Cloud #05966,010000005966,163,4.84,Hefeweizen;Session IPA
Roasty Comet #05967,010000005967,119,11.65,Gose;Hefeweizen
Dry Wolf #05968,010000005968,25,1.63,Gose;IPA
Bright Rocket #05969,010000005969,337,7.51,Tripel
Juicy Monk #05970,010000005970,164,8.20,Pilsner
Roasty Harbor #05971,010000005971,226,4.91,Barleywine;Gose;Pale Ale
Dark Cloud #05972,010000005972,95,2.01,Saison
Golden Harbor #05973,010000005973,5,8.88,Pilsner
Dark Fox #05974,010000005974,423,5.44,Hefeweizen;IPA
Golden Oak #05975,010000005975,273,2.12,Barleywine
Dry Comet #05976,010000005976,186,2.09,Brown Ale;Lager
Bright River #05977,010000005977,32,2.84,Amber;Pilsner;Session IPA
Crisp Wolf #05978,010000005978,25,9.53,Dubbel;Saison
Roasty Forge #05979,010000005979,223,11.93,Pilsner;Sour;Wheat
Wild Comet #05980,010000005980,229,2.00,Brown Ale;Saison
Crisp Monk #05981,010000005981,277,12.16,Kölsch
Hoppy Fox #05982,010000005982,51,7.10,Hefeweizen;Session IPA
Bright Wolf #05983,010000005983,224,10.01,Kölsch
Smooth Harbor #05984,010000005984,137,9.66,Stout
Roasty Comet #05985,010000005985,290,4.62,Gose
Bright Rocket #05986,010000005986,169,3.02,Gose;Lager;Porter
Dark Monk #05987,010000005987,284,1.57,Dubbel;Pale Ale
Wild Wolf #05988,010000005988,258,4.81,Gose;Porter;Tripel
Golden Harbor #05989,010000005989,30,8.72,Amber;Saison
Juicy Forge #05990,010000005990,284,11.20,Dubbel;NEIPA
Roasty Harbor #05991,010000005991,500,10.88,Barleywine;Wheat
Golden River #05992,010000005992,358,11.16,Sour
Wild Comet #05993,010000005993,457,6.46,Hefeweizen;NEIPA;Wheat
Wild Oak #05994,010000005994,146,12.42,Amber;Porter
Roasty Monk #05995,010000005995,299,12.90,Bock;Tripel
Smooth Harbor #05996,010000005996,363,6.40,Saison
Juicy Oak #05997,010000005997,338,10.78,Porter;Session IPA;Sour
Golden River #05998,010000005998,498,6.11,Brown Ale;IPA
Bright Harbor #05999,010000005999,28,3.62,Hefeweizen;Pale Ale;Wheat
Wild Comet #06000,010000006000,59,6.85,Dubbel;Pilsner
Bright Monk #06001,010000006001,130,8.52,Hefeweizen;Wheat
Bright Harbor #06002,010000006002,409,12.30,Kölsch;Sour;Wheat
Smooth Wolf #06003,010000006003,16,7.29,Amber;Dubbel
Smooth Fox #06004,010000006004,378,7.76,Amber;Brown Ale
Dark Fox #06005,010000006005,39,3.64,Amber;Kölsch;Tripel
Wild Forge #06006,010000006006,170,11.28,Pilsner;Sour
Juicy Cloud #06007,010000006007,367,7.61,Bock;Brown Ale
Golden Cloud #06008,010000006008,56,9.00,Sour
Dry Fox #06009,010000006009,62,9.84,Session IPA;Sour
Wild Oak #06010,010000006010,147,5.13,Amber;Gose;Sour
Golden River #06011,010000006011,109,12.30,Dubbel;Kölsch;Stout
Smooth Monk #06012,010000006012,437,1.53,Gose
Smooth Fox #06013,010000006013,133,9.03,NEIPA
Golden Rocket #06014,010000006014,245,5.12,Lager;Tripel
Roasty Cloud #06015,010000006015,87,6.81,Pilsner;Wheat
Hoppy Cloud #06016,010000006016,46,4.36,Bock;Brown Ale
Golden Wolf #06017,010000006017,273,9.35,Brown Ale;Wheat
Hoppy Fox #06018,010000006018,471,6.99,Hefeweizen;IPA;Kölsch
Dry Oak #06019,010000006019,58,2.03,Barleywine;Hefeweizen;Pale Ale
Roasty Rocket #06020,010000006020,310,3.58,NEIPA;Pilsner
Roasty Forge #06021,010000006021,489,2.24,Hefeweizen;IPA;Tripel
Crisp Rocket #06022,010000006022,224,3.20,IPA;Kölsch
Crisp Fox #06023,010000006023,461,4.86,IPA;Porter
Golden Fox #06024,010000006024,212,2.39,Amber
Hoppy Harbor #06025,010000006025,466,11.33,Barleywine;Saison
Bright Cloud #06026,010000006026,492,6.13,Sour;Stout
Hoppy Cloud #06027,010000006027,200,3.12,Barleywine;Saison
Wild Harbor #06028,010000006028,190,2.24,Barleywine;Bock;Kölsch
Dry Forge #06029,010000006029,416,10.76,Lager;Sour
Hoppy Fox #06030,010000006030,146,3.22,Amber;Porter
Wild Oak #06031,010000006031,7,11.23,Session IPA;Sour
Golden Cloud #06032,010000006032,469,10.15,Dubbel
Dry River #06033,010000006033,86,12.11,Amber;Barleywine
Roasty River #06034,010000006034,337,11.12,NEIPA;Session IPA;Wheat
Dark Forge #06035,010000006035,117,2.07,Session IPA;Tripel
Roasty Forge #06036,010000006036,240,12.43,Bock;Gose
Bright Comet #06037,010000006037,240,7.87,Lager
Smooth Forge #06038,010000006038,111,7.07,Tripel
Hoppy Rocket #06039,010000006039,418,6.19,Pale Ale
Smooth Oak #06040,010000006040,379,2.01,Dubbel;NEIPA
Juicy Oak #06041,010000006041,316,9.33,Hefeweizen;IPA;Wheat
Smooth Rocket #06042,010000006042,346,11.07,IPA;Session IPA;Tripel
Crisp Harbor #06043,010000006043,44,2.65,NEIPA
Wild Harbor #06044,010000006044,199,4.87,Bock;Brown Ale
Wild Fox #06045,010000006045,269,1.96,Amber;Dubbel
Dry Rocket #06046,010000006046,31,11.76,Barleywine;Pale Ale
Smooth Oak #06047,010000006047,191,6.41,Amber;Sour
Golden Wolf #06048,010000006048,395,10.77,Gose;Lager
Bright River #06049,010000006049,396,8.09,Amber;Pale Ale;Session IPA
Juicy River #06050,010000006050,372,4.65,Pilsner;Sour
Dark River #06051,010000006051,480,12.77,Gose;Hefeweizen
Dry Comet #06052,010000006052,42,11.56,Barleywine;Sour
Roasty Forge #06053,010000006053,384,5.07,Hefeweizen;Kölsch
Smooth Harbor #06054,010000006054,107,9.62,Amber;Kölsch;Lager
Dark Comet #06055,010000006055,419,6.07,Amber;Lager
Roasty Comet #06056,010000006056,30,12.96,Pilsner;Tripel
Dry Fox #06057,010000006057,481,4.12,Hefeweizen;Porter
Dry River #06058,010000006058,240,8.04,Saison;Tripel
Crisp Monk #06059,010000006059,345,11.36,Pale Ale;Sour;Tripel
Dry Rocket #06060,010000006060,213,2.93,Hefeweizen;Porter
Dark Comet #06061,010000006061,138,2.70,IPA;Porter
Bright Monk #06062,010000006062,104,6.88,Barleywine;NEIPA;Pilsner
Dry Wolf #06063,010000006063,269,11.64,Gose;Porter
Juicy Harbor #06064,010000006064,333,9.32,Barleywine;Wheat
Golden Cloud #06065,010000006065,21,7.36,Barleywine
Crisp Wolf #06066,010000006066,43,9.36,Pale Ale
Golden Monk #06067,010000006067,31,11.82,Barleywine;Brown Ale
Crisp Cloud #06068,010000006068,332,7.66,Barleywine;Hefeweizen
Hoppy Harbor #06069,010000006069,346,1.81,Pale Ale;Pilsner
Roasty Cloud #06070,010000006070,276,2.47,Lager;Pilsner
Dry Monk #06071,010000006071,476,9.99,Gose;Hefeweizen;Session IPA
Roasty Wolf #06072,010000006072,122,10.01,Bock;Gose
Wild River #06073,010000006073,178,7.60,Barleywine;Lager
Golden Rocket #06074,010000006074,460,11.81,Barleywine
Smooth Rocket #06075,010000006075,103,8.82,Stout
Hoppy Harbor #06076,010000006076,195,5.67,Dubbel;Wheat
Golden Comet #06077,010000006077,275,4.26,Pale Ale;Wheat
Crisp Monk #06078,010000006078,186,2.92,NEIPA;Tripel
Smooth Comet #06079,010000006079,237,1.95,Amber;Bock
Hoppy Oak #06080,010000006080,70,10.14,Bock
Roasty Rocket #06081,010000006081,367,3.66,Brown Ale;Stout
Wild Cloud #06082,010000006082,244,10.43,Hefeweizen;Stout
Wild Cloud #06083,010000006083,125,6.71,Gose;Kölsch
Roasty Monk #06084,010000006084,27,5.05,Hefeweizen;Lager
Dry River #06085,010000006085,422,11.27,Dubbel;Sour
Hoppy Harbor #06086,010000006086,117,8.88,Barleywine;Gose
Crisp Harbor #06087,010000006087,191,12.67,Amber;Saison
Juicy Cloud #06088,010000006088,308,3.22,Barleywine;Dubbel
Crisp Oak #06089,010000006089,347,8.32,Kölsch
Wild River #06090,010000006090,428,9.55,Brown Ale;Hefeweizen
Wild River #06091,010000006091,73,6.36,IPA
Wild Fox #06092,010000006092,495,9.07,Brown Ale;Porter
Juicy Oak #06093,010000006093,253,12.51,Amber;Tripel
Roasty Comet #06094,010000006094,403,2.90,Dubbel;Lager;Session IPA
Crisp Rocket #06095,010000006095,192,10.73,Barleywine
Golden Oak #06096,010000006096,250,4.42,Lager;Porter
Juicy Comet #06097,010000006097,29,7.83,Gose
Roasty Comet #06098,010000006098,424,11.63,Amber;Hefeweizen
Hoppy Monk #06099,010000006099,54,9.96,Pale Ale
Wild Comet #06100,010000006100,382,11.47,Bock;Pilsner
Wild River #06101,010000006101,246,8.11,Dubbel;Session IPA
Wild Harbor #06102,010000006102,367,11.78,Porter;Saison
Bright Wolf #06103,010000006103,351,11.77,Dubbel;Pilsner
Hoppy Oak #06104,010000006104,464,9.50,Dubbel
Smooth Wolf #06105,010000006105,56,8.14,Barleywine;Hefeweizen
Crisp Oak #06106,010000006106,212,12.95,Kölsch;Lager
Golden Oak #06107,010000006107,478,6.38,Amber;Hefeweizen;IPA
Smooth Forge #06108,010000006108,451,9.07,Hefeweizen;Stout
Crisp Fox #06109,010000006109,112,5.73,Hefeweizen;Wheat
Dark Harbor #06110,010000006110,133,9.09,NEIPA
Dark River #06111,010000006111,202,9.76,Kölsch
Dark Fox #06112,010000006112,485,4.46,Brown Ale;Gose;Kölsch
Juicy Oak #06113,010000006113,296,11.44,NEIPA;Session IPA
Dry Cloud #06114,010000006114,321,9.85,Kölsch;Pilsner
Bright Monk #06115,010000006115,29,8.60,Lager;Session IPA
Wild Monk #06116,010000006116,199,5.24,Dubbel;Kölsch
Crisp Oak #06117,010000006117,128,4.21,IPA;Stout
Dark Wolf #06118,010000006118,144,9.79,Stout
Roasty Oak #06119,010000006119,104,3.70,Kölsch
Juicy Oak #06120,010000006120,124,11.04,NEIPA
Smooth River #06121,010000006121,115,9.44,Hefeweizen
Dark Harbor #06122,010000006122,98,1.73,Dubbel;Hefeweizen;Wheat
Roasty Monk #06123,010000006123,328,8.71,Bock;Dubbel;Gose
Dry Rocket #06124,010000006124,85,12.15,IPA;Pilsner
Wild Comet #06125,010000006125,429,2.21,Session IPA;Sour
Golden Comet #06126,010000006126,111,4.10,NEIPA;Sour
Roasty Rocket #06127,010000006127,442,9.29,Porter;Tripel
Golden River #06128,010000006128,429,9.95,Stout
Juicy Cloud #06129,010000006129,353,4.58,Pale Ale
Juicy Comet #06130,010000006130,351,10.28,Hefeweizen;NEIPA
Dark Fox #06131,010000006131,287,8.34,Pilsner;Stout
Crisp Harbor #06132,010000006132,257,3.09,IPA;Session IPA;Wheat
Bright Oak #06133,010000006133,197,9.54,Bock;Brown Ale
Roasty Harbor #06134,010000006134,259,2.99,Hefeweizen;Sour
Smooth Forge #06135,010000006135,263,7.22,IPA;Wheat
Golden Wolf #06136,010000006136,312,2.49,Amber;Barleywine
Hoppy Monk #06137,010000006137,251,8.88,Dubbel;Wheat
Crisp Monk #06138,010000006138,79,6.62,Gose;Porter
Smooth Oak #06139,010000006139,231,3.49,Lager;Pale Ale
Hoppy River #06140,010000006140,206,11.75,Gose;Lager;Saison
Crisp Harbor #06141,010000006141,358,9.64,Brown Ale;Porter
Dry Rocket #06142,010000006142,407,12.58,NEIPA
Smooth Harbor #06143,010000006143,409,11.83,Barleywine;NEIPA
Dark Comet #06144,010000006144,464,3.00,Amber;Stout
Dry Wolf #06145,010000006145,226,11.66,Amber;Kölsch;Pilsner
Golden Oak #06146,010000006146,371,3.22,Dubbel;Gose;Hefeweizen
Smooth Harbor #06147,010000006147,260,4.90,Bock;Stout
Dry River #06148,010000006148,336,6.99,Porter
Dry Rocket #06149,010000006149,287,6.88,Amber;Wheat
Smooth Wolf #06150,010000006150,245,9.87,Pale Ale;Pilsner;Saison
Juicy Oak #06151,010000006151,175,8.45,Lager
Dry Fox #06152,010000006152,357,9.01,Bock;Gose
Juicy Monk #06153,010000006153,72,5.75,Kölsch;Wheat
Bright Comet #06154,010000006154,472,3.88,Pilsner;Porter
Roasty Comet #06155,010000006155,212,9.33,Saison
Smooth Monk #06156,010000006156,209,2.19,Gose;Lager;Saison
Dark Comet #06157,010000006157,342,4.35,Pale Ale
Golden Cloud #06158,010000006158,481,12.73,Pilsner
Dark Comet #06159,010000006159,388,10.23,Hefeweizen;Pale Ale;Session IPA
Roasty Harbor #06160,010000006160,483,1.84,Gose;Pale Ale
Wild Rocket #06161,010000006161,257,6.07,Dubbel;Hefeweizen;Session IPA
Hoppy Wolf #06162,010000006162,327,3.55,Dubbel
Bright River #06163,010000006163,251,7.36,Hefeweizen;Kölsch
Roasty Wolf #06164,010000006164,17,7.99,Bock;Gose
Golden Forge #06165,010000006165,124,3.04,Amber;IPA;Tripel
Wild Oak #06166,010000006166,457,12.74,Dubbel;Lager;Pale Ale
Juicy Cloud #06167,010000006167,219,12.42,Lager
Dark River #06168,010000006168,108,3.42,Kölsch;Sour
Bright Oak #06169,010000006169,65,7.96,NEIPA;Session IPA
Hoppy Comet #06170,010000006170,288,8.20,Brown Ale
Hoppy Fox #06171,010000006171,399,7.50,Gose;Stout;Tripel
Hoppy Comet #06172,010000006172,13,2.93,Lager
Roasty Monk #06173,010000006173,265,11.86,Amber;Bock
Roasty Monk #06174,010000006174,322,7.81,Bock;Brown Ale;Pale Ale
Dry Monk #06175,010000006175,419,2.15,Stout;Wheat
Crisp Forge #06176,010000006176,271,8.00,NEIPA;Pilsner;Session IPA
Golden Harbor #06177,010000006177,55,5.60,Dubbel
Wild Harbor #06178,010000006178,477,12.58,Dubbel;Sour
Crisp Fox #06179,010000006179,44,2.34,Brown Ale;Dubbel
Hoppy Forge #06180,010000006180,150,4.89,Pilsner;Sour
Smooth Forge #06181,010000006181,229,2.23,Pale Ale;Porter
Juicy Cloud #06182,010000006182,363,10.65,Bock;Gose;Hefeweizen
Hoppy Oak #06183,010000006183,425,4.87,Pilsner;Wheat
Wild Comet #06184,010000006184,331,5.84,Barleywine;Saison;Wheat
Roasty Rocket #06185,010000006185,148,5.47,NEIPA
Crisp Cloud #06186,010000006186,100,9.83,Kölsch;Sour
Golden Forge #06187,010000006187,446,10.65,Sour
Bright Oak #06188,010000006188,124,11.93,IPA;Session IPA
Crisp River #06189,010000006189,477,7.81,Saison
Smooth Fox #06190,010000006190,113,6.06,Pilsner
Roasty Cloud #06191,010000006191,212,2.64,Barleywine;Gose
Bright Wolf #06192,010000006192,252,2.95,Barleywine;Saison
Dry Harbor #06193,010000006193,390,2.17,Lager;Porter
Juicy Wolf #06194,010000006194,163,10.45,Dubbel;Lager
Juicy Forge #06195,010000006195,385,5.29,IPA;Wheat
Bright Comet #06196,010000006196,193,10.45,NEIPA;Session IPA;Stout
Dry Harbor #06197,010000006197,136,11.15,Bock;Tripel
Smooth Wolf #06198,010000006198,32,5.36,Brown Ale;Hefeweizen;Kölsch
Roasty Rocket #06199,010000006199,357,8.93,Brown Ale
Smooth Monk #06200,010000006200,231,8.78,Dubbel;Gose
Wild Rocket #06201,010000006201,347,12.10,Porter;Tripel
Bright Forge #06202,010000006202,293,2.48,NEIPA
Smooth Fox #06203,010000006203,390,3.59,Tripel
Bright Wolf #06204,010000006204,457,6.60,Dubbel;Saison
Crisp River #06205,010000006205,235,10.25,Hefeweizen;Session IPA
Hoppy River #06206,010000006206,30,9.96,Barleywine
Juicy Monk #06207,010000006207,258,5.78,Kölsch
Golden Rocket #06208,010000006208,222,8.11,Sour
Roasty River #06209,010000006209,260,10.26,Pale Ale
Wild River #06210,010000006210,192,5.64,Saison;Wheat
Dry Harbor #06211,010000006211,125,7.64,Amber;Porter
Smooth Wolf #06212,010000006212,27,8.43,Tripel
Smooth Wolf #06213,010000006213,436,12.35,Bock;Wheat
Juicy Cloud #06214,010000006214,3,5.63,Amber;Porter
Roasty Fox #06215,010000006215,193,3.74,Bock;NEIPA;Sour
Dry Wolf #06216,010000006216,490,6.62,Hefeweizen;Sour;Wheat
Roasty Comet #06217,010000006217,107,12.88,Amber;Session IPA
Juicy Wolf #06218,010000006218,385,5.28,NEIPA;Stout;Wheat
Crisp Forge #06219,010000006219,79,5.15,Pilsner;Sour
Golden Harbor #06220,010000006220,261,1.50,Dubbel;Pale Ale;Sour
Dry Rocket #06221,010000006221,444,3.43,Amber;Tripel
